latent_variable_dim_1,latent_variable_dim_2,mu_dim_1,mu_dim_2,log_var_dim_1,log_var_dim_2
-0.3332368,0.25335002,-0.34007302,0.25284788,-10.149333,-9.968493
-0.33981436,0.25878796,-0.34302658,0.25506234,-10.203141,-9.977891
-0.34748346,0.2578578,-0.34663668,0.2545545,-10.149293,-9.963607
-0.3484247,0.26065564,-0.34201938,0.25299776,-10.183005,-9.988106
-0.3420684,0.24720144,-0.34343302,0.25539577,-10.192342,-9.973719
-0.33683816,0.26914585,-0.337114,0.25437152,-10.218369,-9.986686
-0.34033254,0.24947624,-0.34199926,0.25423503,-10.157846,-9.958442
-0.3329474,0.25941202,-0.33813316,0.2540906,-10.180838,-9.977195
-0.3451426,0.2513573,-0.342888,0.25341117,-10.18677,-9.986979
-0.34004998,0.24440384,-0.342888,0.25341117,-10.18677,-9.986979
-0.3451268,0.2503211,-0.34015778,0.2536364,-10.168059,-9.963377
-0.34286013,0.24753964,-0.33970788,0.25278524,-10.170138,-9.983279
-0.348992,0.26044545,-0.34416637,0.2557739,-10.150909,-9.9605665
-0.3383035,0.2619912,-0.3377961,0.25170276,-10.194494,-9.976022
-0.33173737,0.25167578,-0.33927467,0.2527871,-10.2297535,-9.999303
-0.34663188,0.25359872,-0.34128794,0.25426763,-10.1730175,-9.97001
-0.33775944,0.25692973,-0.3398259,0.2539106,-10.158822,-9.974287
-0.34436098,0.24769065,-0.34519088,0.25506863,-10.1283,-9.961059
-0.33975103,0.2548209,-0.33778942,0.2524225,-10.16751,-9.975785
-0.33711398,0.25992462,-0.3417415,0.2535828,-10.155925,-9.970149
-0.3387536,0.2516298,-0.3405054,0.25233477,-10.173164,-9.972066
-0.35630935,0.25610745,-0.33833262,0.25300673,-10.169082,-9.979941
-0.33992884,0.24664915,-0.34160307,0.25322077,-10.1870165,-9.990613
-0.3460377,0.25327677,-0.34160307,0.25322077,-10.1870165,-9.990613
-0.33365473,0.25442293,-0.33906686,0.25275633,-10.166942,-9.964587
-0.33204252,0.2464977,-0.3407454,0.25273383,-10.165849,-9.959832
-0.34991565,0.2522061,-0.3419121,0.2541542,-10.175079,-9.979268
-0.34435737,0.25975063,-0.3410838,0.25236076,-10.20093,-9.976121
-0.3390951,0.26232973,-0.34490624,0.25402927,-10.140762,-9.952603
-0.34187013,0.2641294,-0.34320208,0.25513074,-10.153117,-9.953059
-0.34916258,0.25845128,-0.34424603,0.25404197,-10.1723175,-9.981118
-0.33782166,0.2576338,-0.34424603,0.25404197,-10.1723175,-9.981118
-0.3381373,0.24943803,-0.34374335,0.25444466,-10.155657,-9.975292
-0.34937206,0.25598145,-0.34336314,0.25532347,-10.181872,-9.967492
-0.34328085,0.2464047,-0.34255835,0.25375637,-10.163759,-9.971421
-0.33001363,0.24680585,-0.33626148,0.25059134,-10.226052,-9.987944
-0.3209191,0.26522475,-0.33873513,0.2546897,-10.196604,-9.985782
-0.3374175,0.25227693,-0.3391392,0.25288907,-10.177225,-9.976369
-0.34291527,0.26096517,-0.34134093,0.25282738,-10.178551,-9.976675
-0.3409037,0.24679954,-0.33993372,0.25309053,-10.161257,-9.969853
-0.3348201,0.24761845,-0.33830395,0.2516373,-10.190137,-9.996106
-0.33669353,0.2440101,-0.34008375,0.25276214,-10.152889,-9.969919
-0.3402993,0.24765304,-0.3401921,0.25441688,-10.1944685,-9.975051
-0.3479317,0.25123897,-0.34322152,0.25380468,-10.138475,-9.9692
-0.33563942,0.24908632,-0.33807203,0.25228715,-10.186364,-9.980318
-0.34459415,0.25624275,-0.34190506,0.25398484,-10.167574,-9.970957
-0.34115717,0.24887736,-0.3401312,0.25394464,-10.179551,-9.968285
-0.33885688,0.23876078,-0.34220967,0.25445855,-10.133568,-9.965856
-0.34275284,0.24397412,-0.339478,0.25284067,-10.20871,-9.980362
-0.34703955,0.2518993,-0.3357354,0.25159928,-10.22315,-9.993511
-0.33824435,0.254577,-0.337114,0.25437152,-10.218369,-9.986686
-0.34127954,0.26434743,-0.33786348,0.25440007,-10.226786,-9.983431
-0.3412857,0.25247112,-0.34017453,0.2531682,-10.191589,-9.969644
-0.34248587,0.25114954,-0.34218895,0.2540194,-10.158145,-9.971441
-0.33626315,0.26162824,-0.34372464,0.25565106,-10.160337,-9.962182
-0.34152323,0.2542817,-0.3411232,0.25343874,-10.181494,-9.977177
-0.33122218,0.2509054,-0.33917627,0.25260478,-10.212065,-9.990208
-0.34738988,0.25521886,-0.34038967,0.25476894,-10.195217,-9.983589
-0.3453246,0.25797892,-0.3433985,0.25627074,-10.164629,-9.961312
-0.34592992,0.25676405,-0.3416912,0.25484326,-10.159341,-9.961647
-0.35063946,0.24827977,-0.34313688,0.2547021,-10.165335,-9.979559
-0.34417465,0.2641213,-0.33948812,0.25155386,-10.176543,-9.976477
-0.35242996,0.24269025,-0.34238917,0.25314996,-10.189353,-9.9920435
-0.3392045,0.24094428,-0.34121183,0.25269547,-10.172049,-9.968221
-0.3331925,0.24266316,-0.3394579,0.25373232,-10.176402,-9.975744
-0.3380356,0.24793182,-0.34216782,0.25454068,-10.144642,-9.960322
-0.3471376,0.2557856,-0.34188592,0.25378186,-10.180597,-9.99017
-0.35136488,0.25204998,-0.34018233,0.25393027,-10.195438,-9.982558
-0.34225917,0.25414908,-0.34196723,0.25547957,-10.200039,-9.981117
-0.33760995,0.24629204,-0.3419669,0.25377715,-10.154958,-9.977718
-0.33703867,0.25376022,-0.33998206,0.2535009,-10.139502,-9.962506
-0.33673665,0.24778476,-0.33737394,0.25331545,-10.18779,-9.978188
-0.34656832,0.2532003,-0.34396902,0.25422138,-10.177839,-9.964202
-0.32281274,0.24749476,-0.337053,0.25135714,-10.181762,-9.975037
-0.3457392,0.27058592,-0.3451753,0.25460497,-10.146803,-9.967343
-0.3350305,0.24923964,-0.34144434,0.25328943,-10.185446,-9.980658
-0.3448875,0.25330564,-0.34173936,0.2532851,-10.179857,-9.990725
-0.34779447,0.26135424,-0.34173936,0.2532851,-10.179857,-9.990725
-0.33832029,0.24705227,-0.34173936,0.2532851,-10.179857,-9.990725
-0.335349,0.24731654,-0.3403044,0.2526178,-10.180267,-9.972688
-0.33257568,0.2583612,-0.3398415,0.2516596,-10.153685,-9.967832
-0.34265685,0.24676037,-0.3428114,0.25426796,-10.155167,-9.977426
-0.3370556,0.24710815,-0.33947116,0.25453168,-10.196254,-9.98693
-0.34923232,0.24996647,-0.34201938,0.25299776,-10.183005,-9.988106
-0.34567046,0.25151157,-0.33809417,0.25272736,-10.196523,-9.977782
-0.33869135,0.24530345,-0.34130612,0.2532023,-10.16776,-9.976009
-0.34056774,0.24607766,-0.3419383,0.25301057,-10.187627,-9.989859
-0.35174817,0.25435984,-0.34273797,0.25311804,-10.19428,-9.988108
-0.3461688,0.24979274,-0.34273797,0.25311804,-10.19428,-9.988108
-0.3417744,0.25000706,-0.34100387,0.2537753,-10.16879,-9.971323
-0.34865358,0.24935292,-0.34072182,0.25453958,-10.197574,-9.973448
-0.34028536,0.2525296,-0.33765957,0.25152147,-10.1769085,-9.974952
-0.34075698,0.26177275,-0.3440092,0.256403,-10.151487,-9.954641
-0.3472389,0.24329811,-0.34314594,0.2534573,-10.146638,-9.955115
-0.33384758,0.24874406,-0.33731994,0.2520956,-10.196855,-10.001919
-0.3391504,0.2546212,-0.34071544,0.25425166,-10.206539,-9.979706
-0.33828413,0.24979897,-0.3398549,0.25143033,-10.146158,-9.9574585
-0.33084047,0.26375452,-0.33775106,0.2530256,-10.187857,-9.99644
-0.3419727,0.26125303,-0.34262964,0.25403693,-10.189271,-9.964425
-0.3519066,0.24831356,-0.33813316,0.2540906,-10.180838,-9.977195
-0.34923774,0.26058188,-0.34077317,0.2540485,-10.216347,-9.985805
-0.344211,0.26057455,-0.3377643,0.25294563,-10.17908,-9.978226
-0.33216837,0.25656044,-0.33932307,0.25295827,-10.174398,-9.976523
-0.34939355,0.26645637,-0.34181526,0.2540783,-10.146546,-9.957134
-0.336721,0.2582784,-0.3407505,0.2531581,-10.188478,-9.978906
-0.3309627,0.26406458,-0.34204236,0.2550375,-10.168951,-9.968607
-0.3456668,0.25612694,-0.34322867,0.25482252,-10.141626,-9.948151
-0.34167048,0.25187954,-0.34528258,0.2555035,-10.191971,-9.969542
-0.3415471,0.24810639,-0.3436517,0.2545903,-10.157686,-9.976972
-0.3392033,0.2535658,-0.34322134,0.2540118,-10.136082,-9.971207
-0.3337917,0.25901544,-0.33854482,0.2527277,-10.20619,-10.004317
-0.33979937,0.2656227,-0.3441455,0.25492218,-10.148779,-9.955667
-0.34192622,0.24861723,-0.34211254,0.25385955,-10.168151,-9.983586
-0.3436509,0.25838247,-0.34212425,0.25477278,-10.209367,-9.980268
-0.34427953,0.26095712,-0.33803558,0.25308442,-10.166997,-9.97593
-0.33201432,0.24303865,-0.33808163,0.25265768,-10.185365,-9.998236
-0.33712062,0.24840635,-0.34107444,0.2560233,-10.159356,-9.966543
-0.34229094,0.2513255,-0.33998406,0.25386283,-10.169168,-9.970847
-0.34565517,0.25389528,-0.34340018,0.25216982,-10.111586,-9.962066
-0.34561813,0.24290809,-0.34320554,0.25407603,-10.1810055,-9.967857
-0.34425214,0.2529911,-0.34108937,0.25281337,-10.146367,-9.968034
-0.34162417,0.2515465,-0.34142834,0.25340003,-10.187635,-9.991047
-0.3431796,0.25119188,-0.34078804,0.25297928,-10.142306,-9.965734
-0.3482295,0.24471568,-0.34303048,0.25424477,-10.159004,-9.981003
-0.34974414,0.25258547,-0.34261075,0.25396445,-10.164908,-9.978303
-0.35000148,0.2522405,-0.3406349,0.25342855,-10.206963,-9.988889
-0.32168993,0.2552562,-0.3371243,0.25116986,-10.23162,-9.998853
-0.34722123,0.2586731,-0.34150845,0.25412717,-10.180793,-9.973713
-0.3502825,0.26635304,-0.34279618,0.2534893,-10.191527,-9.988603
-0.32915905,0.25100765,-0.338738,0.2527833,-10.155604,-9.97634
-0.3456298,0.24071132,-0.34337345,0.2543454,-10.140856,-9.956026
-0.33454803,0.25853026,-0.34369925,0.25420737,-10.138163,-9.973084
-0.3458312,0.25111017,-0.34124866,0.25376663,-10.179504,-9.986876
-0.34257752,0.24369904,-0.34413737,0.25453436,-10.153749,-9.958915
-0.34827867,0.25519302,-0.34400508,0.2564351,-10.159776,-9.961227
-0.33626282,0.25174892,-0.33666047,0.25091213,-10.190551,-9.992708
-0.33607572,0.24678361,-0.3427524,0.25429425,-10.174927,-9.966136
-0.34490857,0.24559914,-0.34306052,0.2548106,-10.16991,-9.962477
-0.34178728,0.25674325,-0.3405567,0.25277585,-10.179948,-9.985591
-0.34533563,0.26705074,-0.34253106,0.25510404,-10.199181,-9.976233
-0.34306824,0.26206315,-0.34172302,0.25413132,-10.14478,-9.96149
-0.33939353,0.25010207,-0.3361327,0.2503724,-10.18458,-9.980477
-0.33556628,0.2504369,-0.33878523,0.25342315,-10.193009,-9.975803
-0.33223644,0.248035,-0.33696342,0.2540787,-10.227895,-9.989485
-0.34527767,0.2597829,-0.34384063,0.2539951,-10.131911,-9.957419
-0.34261382,0.24984558,-0.34238136,0.25396857,-10.188893,-9.978493
-0.3541471,0.2546585,-0.34002247,0.25315788,-10.205995,-9.990548
-0.33475918,0.24750727,-0.34110165,0.25281158,-10.167635,-9.982205
-0.34237063,0.25373986,-0.34110144,0.2526126,-10.192104,-9.990648
-0.34091565,0.25859103,-0.34201938,0.25299776,-10.183005,-9.988106
-0.32377693,0.25461566,-0.33941314,0.25282696,-10.168743,-9.990607
-0.34217733,0.23846212,-0.34276333,0.25340867,-10.202236,-9.9921255
-0.35338923,0.2504173,-0.3419374,0.2535536,-10.163425,-9.980301
-0.3458933,0.25764158,-0.34381783,0.25533605,-10.1431055,-9.963761
-0.33262455,0.25815168,-0.34050503,0.25321928,-10.155544,-9.966692
-0.33398944,0.25158915,-0.3436868,0.25535822,-10.148859,-9.962279
-0.3436264,0.2630745,-0.3418907,0.2537708,-10.145141,-9.959087
-0.3293596,0.25659,-0.34164438,0.25426826,-10.139871,-9.972706
-0.33923805,0.25177395,-0.337669,0.2522898,-10.158293,-9.970893
-0.3355328,0.2662679,-0.34121448,0.25399464,-10.164835,-9.970059
-0.345049,0.2509452,-0.34270912,0.25645941,-10.170761,-9.967305
-0.3443213,0.25084308,-0.33728203,0.2517435,-10.172851,-9.9750185
-0.3325563,0.2548171,-0.34384063,0.2539951,-10.131911,-9.957419
-0.33065274,0.24685527,-0.33767638,0.25278357,-10.176849,-9.974515
-0.33947507,0.24137063,-0.34565386,0.25672388,-10.1530485,-9.955251
-0.3397651,0.25129786,-0.3412961,0.25433743,-10.193762,-9.9762945
-0.3410359,0.2534371,-0.34339988,0.2542135,-10.165589,-9.966423
-0.3504598,0.2455241,-0.34104136,0.2536316,-10.169016,-9.9890585
-0.33945903,0.25682807,-0.3428552,0.2533305,-10.1974,-9.990442
-0.34672526,0.24149947,-0.3413497,0.25381538,-10.16919,-9.96304
-0.3444655,0.27114764,-0.34121495,0.25347126,-10.162044,-9.986008
-0.34338957,0.26645535,-0.3454025,0.25444132,-10.138277,-9.968631
-0.34548202,0.2535504,-0.34232494,0.25350454,-10.180441,-9.985586
-0.34940466,0.26355982,-0.34461573,0.25656736,-10.146634,-9.954558
-0.33768287,0.25270373,-0.34372184,0.25385004,-10.1440525,-9.955238
-0.3485202,0.26263377,-0.3428592,0.25570482,-10.177622,-9.961387
-0.348454,0.23979464,-0.34068558,0.25247756,-10.166567,-9.97001
-0.34449476,0.25401425,-0.3428271,0.25371364,-10.161111,-9.977813
-0.34367806,0.24432923,-0.34447443,0.25477013,-10.127407,-9.953693
-0.3468666,0.25274658,-0.34164438,0.25426826,-10.139871,-9.972706
-0.357276,0.2460429,-0.34235922,0.25343585,-10.156055,-9.968414
-0.35181075,0.25622517,-0.34465602,0.25473565,-10.160132,-9.976851
-0.3320603,0.25366732,-0.34385198,0.25402975,-10.159812,-9.9808235
-0.34338915,0.2507733,-0.3427506,0.2536736,-10.164691,-9.970744
-0.34967232,0.2553029,-0.3439225,0.25412786,-10.141367,-9.965444
-0.33340684,0.24716526,-0.3411481,0.25392452,-10.176036,-9.993193
-0.34348124,0.2616617,-0.3382528,0.2513925,-10.182914,-9.975941
-0.3470955,0.2496781,-0.33878523,0.25342315,-10.193009,-9.975803
-0.35316646,0.25503868,-0.340493,0.25359362,-10.174091,-9.963995
-0.34157866,0.24430509,-0.34224984,0.2537675,-10.167621,-9.978123
-0.3297612,0.24960175,-0.3429927,0.25295419,-10.189861,-9.981741
-0.34543267,0.24600561,-0.34232885,0.25315142,-10.1910515,-9.989242
-0.32520786,0.2510237,-0.34012493,0.25241894,-10.171703,-9.9730625
-0.34521073,0.24353689,-0.34322134,0.2540118,-10.136082,-9.971207
-0.34771338,0.25800917,-0.34208107,0.25318432,-10.174544,-9.986525
-0.34913614,0.25401175,-0.34031025,0.25271133,-10.184478,-9.983341
-0.3414804,0.25064301,-0.3360571,0.2529558,-10.228156,-10.011823
-0.34236783,0.24824457,-0.340803,0.25249967,-10.172832,-9.981664
-0.34497172,0.25527707,-0.34337345,0.2543454,-10.140856,-9.956026
-0.3454753,0.24803464,-0.34156355,0.25376216,-10.193996,-9.979078
-0.34795174,0.2562759,-0.3399285,0.25425947,-10.1870165,-9.973266
-0.33757037,0.25434816,-0.3380035,0.25377092,-10.237672,-9.990206
-0.33783686,0.2445947,-0.3369392,0.2520173,-10.233601,-9.989564
-0.35138392,0.25449234,-0.3397474,0.25257188,-10.155632,-9.977439
-0.32922316,0.25914556,-0.34095004,0.25458616,-10.194752,-9.985165
-0.33653203,0.25471118,-0.34349322,0.25498533,-10.159667,-9.963432
-0.3384353,0.25678024,-0.34325835,0.25352928,-10.186675,-9.971428
-0.34091434,0.24723615,-0.34017825,0.25350964,-10.2042675,-9.997107
-0.32359815,0.2557371,-0.34191468,0.25392744,-10.144428,-9.967168
-0.33429047,0.24853808,-0.3387115,0.2515034,-10.1869545,-9.988001
-0.3455132,0.26354554,-0.34319565,0.25481826,-10.1560955,-9.959954
-0.34515554,0.25579557,-0.34400508,0.2564351,-10.159776,-9.961227
-0.34030855,0.24613693,-0.34390694,0.2541843,-10.162065,-9.978411
-0.34370685,0.24907145,-0.34008002,0.25222206,-10.1802435,-9.975726
-0.3283029,0.24466853,-0.3394148,0.25432816,-10.185938,-9.988316
-0.33849806,0.2617036,-0.3397817,0.25389248,-10.143404,-9.977796
-0.34335682,0.2558273,-0.34338185,0.25514248,-10.176043,-9.968533
-0.34628788,0.25974762,-0.3422855,0.2546196,-10.167334,-9.9632225
-0.3358172,0.26377526,-0.34403765,0.25581053,-10.154234,-9.968375
-0.3428131,0.25925368,-0.3436593,0.25397137,-10.1469,-9.968062
-0.33682415,0.260235,-0.34319526,0.254965,-10.159852,-9.959872
-0.33929297,0.24618268,-0.33953825,0.25369367,-10.186647,-9.971833
-0.34484583,0.2600477,-0.3438314,0.25456104,-10.166181,-9.973161
-0.33959356,0.26080307,-0.34230912,0.25475004,-10.185637,-9.970129
-0.33818644,0.25076896,-0.34189543,0.2543594,-10.1747265,-9.969891
-0.32718852,0.26057026,-0.34170708,0.25339457,-10.154766,-9.966721
-0.33778265,0.25508282,-0.3399513,0.25302818,-10.180769,-9.979956
-0.34195623,0.25388825,-0.34212807,0.2532576,-10.196359,-9.989659
-0.33538002,0.25949576,-0.3413042,0.25563562,-10.214204,-9.969982
-0.35116902,0.25551692,-0.34277037,0.2569368,-10.174761,-9.974768
-0.327575,0.24491173,-0.34279236,0.25408497,-10.163871,-9.97536
-0.34796938,0.26246923,-0.34450316,0.2544664,-10.152982,-9.963244
-0.34304133,0.25463238,-0.3450613,0.25557414,-10.158416,-9.9642105
-0.33593702,0.24942122,-0.34291676,0.25386566,-10.135479,-9.955567
-0.3539534,0.25752157,-0.3410224,0.25524262,-10.20922,-9.989493
-0.3418664,0.25409666,-0.34094724,0.25448084,-10.211337,-9.990684
-0.3397914,0.25950047,-0.34479085,0.25493988,-10.178536,-9.978731
-0.33794668,0.2531806,-0.34060636,0.2528383,-10.182735,-9.981185
-0.35272205,0.25103235,-0.34478584,0.25625956,-10.140461,-9.9580345
-0.33392236,0.25037667,-0.3404282,0.25306562,-10.159869,-9.984678
-0.34382728,0.2541462,-0.34162462,0.25356635,-10.171678,-9.982838
-0.34541026,0.255956,-0.34425142,0.254747,-10.153719,-9.955163
-0.33459207,0.25441128,-0.33883944,0.25353912,-10.197615,-9.975635
-0.34685218,0.25357142,-0.3412961,0.25433743,-10.193762,-9.9762945
-0.3370186,0.24687801,-0.34159502,0.2533107,-10.192607,-9.990676
-0.33824605,0.25388095,-0.34159502,0.2533107,-10.192607,-9.990676
-0.34411874,0.26588377,-0.34200907,0.2538227,-10.158629,-9.966428
-0.3376385,0.24992277,-0.34412485,0.255934,-10.16312,-9.954891
-0.34030968,0.262818,-0.34114498,0.25321257,-10.20382,-9.993014
-0.34541965,0.25449732,-0.3422868,0.25368655,-10.170008,-9.965832
-0.33950543,0.26165488,-0.34391278,0.25616664,-10.152511,-9.957734
-0.33975282,0.26545918,-0.34035227,0.25420004,-10.173763,-9.983711
-0.3399644,0.2592964,-0.34072095,0.254946,-10.171057,-9.968747
-0.3443616,0.25291318,-0.34095693,0.2536786,-10.136549,-9.959164
-0.35530055,0.26452035,-0.34455308,0.25557053,-10.109691,-9.953941
-0.35116196,0.27147114,-0.34215048,0.25378,-10.147788,-9.955403
-0.34882233,0.24918687,-0.3417866,0.253769,-10.184541,-9.985693
-0.3427868,0.25077543,-0.3382298,0.25105855,-10.184056,-9.982794
-0.32560843,0.25127366,-0.3417866,0.253769,-10.184541,-9.985693
-0.33917552,0.26164016,-0.3428003,0.25425833,-10.164586,-9.96236
-0.3400789,0.2579211,-0.3420804,0.2544849,-10.159927,-9.967071
-0.34652525,0.25875333,-0.33855546,0.2523578,-10.160005,-9.988859
-0.35250917,0.25312483,-0.34400508,0.2564351,-10.159776,-9.961227
-0.3369063,0.2736132,-0.3415408,0.25363603,-10.20343,-9.979388
-0.3278998,0.25123978,-0.34062904,0.2546165,-10.196749,-9.987367
-0.34433508,0.2616534,-0.34081465,0.2541313,-10.181875,-9.979837
-0.34260026,0.2702566,-0.3428199,0.25471437,-10.162739,-9.956659
-0.32775152,0.252055,-0.34033427,0.253381,-10.192529,-9.9814625
-0.3425732,0.2703194,-0.34007177,0.25335655,-10.209148,-9.987763
-0.35022166,0.25307092,-0.33981597,0.25273716,-10.174833,-9.975674
-0.3420003,0.24697597,-0.3413048,0.2528521,-10.172205,-9.973384
-0.35651934,0.24909218,-0.3432555,0.25468937,-10.170863,-9.962603
-0.34455463,0.2440954,-0.34064206,0.2536159,-10.18118,-9.99233
-0.3534869,0.24176604,-0.33800665,0.2529324,-10.184132,-9.974854
-0.34513995,0.2588265,-0.34131598,0.25299457,-10.205479,-9.989953
-0.33920744,0.25815088,-0.3389692,0.25264457,-10.183603,-9.97216
-0.33489713,0.2515223,-0.34068558,0.25247756,-10.166567,-9.97001
-0.349038,0.2524999,-0.34018195,0.253597,-10.180154,-9.9747
-0.33246365,0.2504196,-0.34041294,0.25202283,-10.161729,-9.969809
-0.3448165,0.250866,-0.3424703,0.25278828,-10.124669,-9.958528
-0.3487489,0.25740713,-0.34159723,0.25469157,-10.178299,-9.973527
-0.3375701,0.2441779,-0.33650702,0.25233087,-10.209861,-9.992643
-0.35317874,0.24121119,-0.3423219,0.25355762,-10.157781,-9.973093
-0.34632522,0.26099557,-0.34408087,0.2541713,-10.175462,-9.976241
-0.34683743,0.26095054,-0.34247246,0.25327986,-10.192269,-9.992293
-0.33121243,0.25165656,-0.3420597,0.25373912,-10.113812,-9.9504
-0.3323436,0.25356573,-0.3404245,0.25180292,-10.1681185,-9.963164
-0.33404753,0.25577226,-0.33803776,0.25098425,-10.178659,-9.976596
-0.34973514,0.23752466,-0.34252623,0.25501326,-10.1660385,-9.959695
-0.34869376,0.24885502,-0.3438826,0.25429916,-10.150186,-9.960132
-0.3477415,0.26580578,-0.3449923,0.2543074,-10.117047,-9.960511
-0.33931315,0.25430068,-0.34321532,0.25413913,-10.167467,-9.969774
-0.35503373,0.24436669,-0.34101006,0.25336856,-10.176102,-9.979317
-0.34482744,0.25034088,-0.3396102,0.2524698,-10.16839,-9.974458
-0.33763525,0.26489195,-0.34400508,0.2564351,-10.159776,-9.961227
-0.3479145,0.25726286,-0.34218863,0.25358847,-10.168649,-9.986921
-0.3454514,0.26506793,-0.34398603,0.2550881,-10.170902,-9.968306
-0.35272592,0.257422,-0.34460476,0.2564951,-10.168272,-9.959893
-0.3543758,0.24707772,-0.34209183,0.25535724,-10.192921,-9.992133
-0.32696575,0.2577543,-0.3407505,0.2531581,-10.188478,-9.978906
-0.3371452,0.25316113,-0.3404766,0.25328955,-10.190586,-9.973434
-0.3360728,0.24775514,-0.34299597,0.2544556,-10.197528,-9.9845085
-0.33291933,0.25481632,-0.3396157,0.2536232,-10.182017,-9.980829
-0.33882836,0.24464102,-0.34243444,0.25376403,-10.19315,-9.986657
-0.35117894,0.24712682,-0.3442923,0.25555292,-10.140061,-9.9537525
-0.33713138,0.2506832,-0.34095752,0.25382194,-10.181176,-9.976655
-0.33292,0.24953787,-0.3379741,0.25349173,-10.185982,-9.974787
-0.3346601,0.2596462,-0.3406293,0.25368634,-10.199716,-9.976627
-0.32724386,0.24531563,-0.33643058,0.2511878,-10.202456,-9.993594
-0.33626178,0.25342923,-0.33341834,0.2512196,-10.226312,-9.997814
-0.34325778,0.267388,-0.3427524,0.25429425,-10.174927,-9.966136
-0.3432558,0.26017442,-0.34226808,0.25494364,-10.161666,-9.965443
-0.3301527,0.2475558,-0.33763573,0.25054,-10.152951,-9.949326
-0.35171822,0.25443724,-0.34526613,0.25508177,-10.163185,-9.964251
-0.34100202,0.2581453,-0.3431104,0.2537379,-10.112873,-9.959903
-0.3411326,0.25715923,-0.34101167,0.25324062,-10.162679,-9.972937
-0.331977,0.2537239,-0.33911762,0.2528309,-10.21194,-9.998543
-0.32966205,0.25423005,-0.3397817,0.25389248,-10.143404,-9.977796
-0.3369695,0.25873023,-0.34234908,0.25439626,-10.164538,-9.95711
-0.34077764,0.25361922,-0.34110144,0.2526126,-10.192104,-9.990648
-0.33967635,0.24751824,-0.34266046,0.25469273,-10.175915,-9.970152
-0.33500874,0.26222888,-0.3386782,0.2533919,-10.195349,-9.983379
-0.33895433,0.24348237,-0.34371248,0.2544082,-10.115458,-9.957658
-0.3478932,0.25555426,-0.34606376,0.25750273,-10.138399,-9.955611
-0.3340702,0.24441469,-0.3398107,0.25280467,-10.204497,-9.988152
-0.34621954,0.2550605,-0.34686127,0.25510925,-10.113848,-9.952514
-0.33669293,0.2425872,-0.3390037,0.25177288,-10.184182,-9.97155
-0.33428752,0.2590004,-0.3373079,0.25204515,-10.193295,-9.985298
-0.335741,0.24857922,-0.33987662,0.25363174,-10.170142,-9.968625
-0.33706778,0.24822092,-0.33999896,0.25330687,-10.15887,-9.971176
-0.3348577,0.25598457,-0.3378268,0.25201598,-10.185349,-9.986526
-0.33603972,0.25447893,-0.34117222,0.25387686,-10.171202,-9.970746
-0.34053668,0.25197265,-0.33517298,0.2522569,-10.222693,-9.99689
-0.34504136,0.25144288,-0.34124842,0.2539635,-10.181191,-9.975957
-0.3450016,0.253931,-0.34103522,0.25416845,-10.165598,-9.968934
-0.32692236,0.24581397,-0.33841816,0.2527534,-10.1891165,-9.986482
-0.33723578,0.2447085,-0.34073827,0.25447735,-10.180708,-9.974111
-0.32782143,0.25062585,-0.34000444,0.25276086,-10.211895,-9.989491
-0.33079728,0.26286295,-0.34058756,0.2529057,-10.153743,-9.967604
-0.3585772,0.24847735,-0.34141043,0.2545768,-10.169662,-9.973266
-0.3432852,0.2582338,-0.3404849,0.25277478,-10.191641,-9.990457
-0.34012035,0.25173962,-0.34109983,0.25363168,-10.166031,-9.972888
-0.33800402,0.2406127,-0.34201384,0.25413024,-10.209317,-9.9836445
-0.3544751,0.26319757,-0.34255835,0.25375637,-10.163759,-9.971421
-0.3306621,0.26010358,-0.34185317,0.25314218,-10.13851,-9.960342
-0.33617255,0.24149378,-0.33927864,0.2535111,-10.170304,-9.982891
-0.33090505,0.2613748,-0.33855692,0.25396776,-10.199378,-9.9850645
-0.339858,0.24989523,-0.33984455,0.25133035,-10.16148,-9.958342
-0.33441707,0.24516307,-0.3401289,0.252938,-10.187332,-9.995419
-0.3396921,0.2525029,-0.3397877,0.25300583,-10.195765,-9.987549
-0.33122483,0.25516698,-0.3372174,0.2518726,-10.174094,-9.973947
-0.34334373,0.260722,-0.3477534,0.2563699,-10.08163,-9.942598
-0.333922,0.25769684,-0.33941314,0.25282696,-10.168743,-9.990607
-0.3508551,0.2666343,-0.34198305,0.25366732,-10.174671,-9.967867
-0.34594876,0.2573563,-0.34148115,0.2530671,-10.1395855,-9.9582405
-0.3481645,0.25268003,-0.34032446,0.25394535,-10.192325,-9.973866
-0.34338525,0.24839145,-0.34101167,0.25324062,-10.162679,-9.972937
-0.34384933,0.25399047,-0.3416479,0.25403854,-10.1525545,-9.96133
-0.33419195,0.26027128,-0.34236157,0.25334886,-10.17836,-9.981241
-0.33736345,0.2541921,-0.34036586,0.25272208,-10.195507,-9.9924965
-0.3398681,0.2547379,-0.34047017,0.25299448,-10.157636,-9.970917
-0.34800437,0.26216063,-0.34155425,0.25329807,-10.114136,-9.958701
-0.3507407,0.24624674,-0.3365746,0.252217,-10.202743,-9.974698
-0.32941645,0.24582253,-0.3376985,0.25179732,-10.183738,-9.974137
-0.3447575,0.25434262,-0.34102365,0.25412723,-10.2015705,-9.983713
-0.33578366,0.24450476,-0.34207007,0.25542948,-10.154107,-9.965929
-0.33008236,0.26252735,-0.3416427,0.2530962,-10.113172,-9.960412
